timestamp,fps,detected_object,confidence,decision,latency_ms,control_output,event
2026-08-07 03:55:51.618,13.5,Lane,1,Follow Lane,62,S:-0.02 T:0.20,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:51.706,13.5,Lane,1,Follow Lane,75,S:0.03 T:0.20,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:51.781,13.5,Lane,1,Follow Lane,64,S:0.02 T:0.20,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:51.851,13.5,Lane,1,Follow Lane,60,S:-0.08 T:0.19,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:51.923,13.5,Lane,1,Follow Lane,61,S:-0.08 T:0.19,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:51.994,13.4,Lane,1,Follow Lane,61,S:-0.08 T:0.19,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:52.069,13.4,Lane,1,Follow Lane,64,S:-0.14 T:0.19,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:52.141,13.4,Lane,1,Follow Lane,59,S:-0.10 T:0.19,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:52.210,13.4,Lane,1,Follow Lane,57,S:-0.03 T:0.20,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:52.419,13.4,Lane,1,Follow Lane,165,S:-0.03 T:0.20,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:55.144,1.6,Lane,1,Follow Lane,67,S:-0.05 T:0.18,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:55.220,1.6,Lane,1,Follow Lane,64,S:-0.09 T:0.17,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:55.292,1.6,Lane,1,Follow Lane,60,S:-0.08 T:0.17,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:55.364,1.6,Lane,1,Follow Lane,62,S:-0.08 T:0.17,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:55.436,1.6,Lane,1,Follow Lane,59,S:-0.04 T:0.18,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:55.518,1.6,Lane,1,Follow Lane,70,S:-0.05 T:0.17,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:55.591,1.6,Lane,1,Follow Lane,63,S:-0.01 T:0.18,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:55.663,1.6,Lane,1,Follow Lane,61,S:-0.01 T:0.18,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:55.740,1.6,Lane,1,Follow Lane,66,S:-0.04 T:0.18,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:55.817,1.6,Lane,1,Follow Lane,65,S:-0.07 T:0.17,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:55.887,1.6,Lane,1,Follow Lane,59,S:-0.05 T:0.18,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:55.958,1.6,Lane,1,Follow Lane,60,S:0.00 T:0.18,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.025,1.6,Lane,1,Follow Lane,58,S:0.02 T:0.18,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.094,1.6,Lane,1,Follow Lane,58,S:-0.04 T:0.18,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.163,13.7,Lane,1,Follow Lane,59,S:-0.07 T:0.17,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.231,13.7,Lane,1,Follow Lane,56,S:-0.06 T:0.17,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.299,13.7,Lane,1,Follow Lane,56,S:-0.12 T:0.17,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.365,13.7,Lane,1,Follow Lane,54,S:-0.23 T:0.16,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.434,13.7,Lane,1,Follow Lane,56,S:-0.40 T:0.14,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.505,13.7,Lane,1,Follow Lane,60,S:-0.53 T:0.13,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.577,13.7,Lane,1,Follow Lane,62,S:-0.62 T:0.12,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.650,13.7,Lane,1,Follow Lane,63,S:-0.66 T:0.12,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.724,13.7,Lane,1,Follow Lane,63,S:-0.66 T:0.12,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.797,13.7,Lane,1,Follow Lane,61,S:-0.66 T:0.12,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.875,13.7,Lane,1,Follow Lane,67,S:-0.58 T:0.13,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:56.955,13.7,Lane,1,Follow Lane,68,S:-0.54 T:0.13,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.026,13.7,Lane,1,Follow Lane,61,S:-0.45 T:0.14,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.100,13.7,Lane,1,Follow Lane,63,S:-0.40 T:0.14,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.180,13.8,Lane,1,Follow Lane,63,S:-0.38 T:0.14,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.248,13.8,Lane,1,Follow Lane,58,S:-0.42 T:0.14,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.319,13.8,Lane,1,Follow Lane,59,S:-0.40 T:0.14,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.392,13.8,Lane,1,Follow Lane,62,S:-0.46 T:0.14,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.465,13.8,Lane,1,Follow Lane,63,S:-0.54 T:0.13,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.538,13.8,Lane,1,Follow Lane,63,S:-0.63 T:0.12,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.616,13.8,Lane,1,Follow Lane,68,S:-0.65 T:0.12,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.692,13.8,Lane,1,Follow Lane,66,S:-0.61 T:0.12,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.763,13.8,Lane,1,Follow Lane,61,S:-0.51 T:0.13,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.838,13.8,Lane,1,Follow Lane,65,S:-0.46 T:0.14,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.917,13.8,Lane,1,Follow Lane,69,S:-0.38 T:0.14,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:57.993,13.8,Lane,1,Follow Lane,64,S:-0.25 T:0.16,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:58.083,13.8,Lane,1,Follow Lane,78,S:-0.20 T:0.16,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:58.164,13.8,Lane,1,Follow Lane,70,S:-0.38 T:0.14,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:58.239,13.2,Lane,1,Follow Lane,64,S:-0.20 T:0.16,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:58.321,13.2,Lane,1,Follow Lane,70,S:-0.05 T:0.17,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:58.394,13.2,Lane,1,Follow Lane,63,S:0.13 T:0.17,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:58.475,13.2,Lane,1,Follow Lane,70,S:0.31 T:0.15,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:58.557,13.2,Lane,1,Follow Lane,69,S:0.49 T:0.13,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:58.627,13.2,Lane,1,Follow Lane,60,S:0.49 T:0.13,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:58.706,13.2,Lane,1,Follow Lane,70,S:0.31 T:0.15,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:58.787,13.2,Lane,1,Follow Lane,71,S:0.13 T:0.17,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:58.863,13.2,Lane,1,Follow Lane,65,S:-0.05 T:0.18,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:58.938,13.2,Lane,1,Follow Lane,65,S:-0.23 T:0.16,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:59.011,13.2,Lane,1,Follow Lane,62,S:-0.41 T:0.14,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:55:59.082,13.2,Lane,1,Follow Lane,62,S:-0.40 T:0.14,lane:nearest_corridor:curve|follow:active_lane
