timestamp,fps,detected_object,confidence,decision,latency_ms,control_output,event
2026-08-07 03:51:37.601,0.0,Lane,1,Follow Lane,459,S:0.18 T:0.31,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:37.689,0.0,Lane,1,Follow Lane,78,S:0.36 T:0.28,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:37.781,0.0,Lane,1,Follow Lane,81,S:0.54 T:0.24,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:37.873,0.0,Lane,1,Follow Lane,79,S:0.64 T:0.23,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:37.956,0.0,Lane,1,Follow Lane,73,S:0.54 T:0.24,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:38.047,0.0,Lane,1,Follow Lane,79,S:0.53 T:0.25,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:38.134,0.0,Lane,1,Follow Lane,77,S:0.62 T:0.23,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:38.224,0.0,Lane,1,Follow Lane,78,S:0.66 T:0.22,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:38.308,0.0,Lane,1,Follow Lane,74,S:0.57 T:0.24,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:38.400,0.0,Lane,1,Follow Lane,80,S:0.44 T:0.26,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:38.501,0.0,Lane,1,Follow Lane,91,S:0.33 T:0.28,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:38.587,0.0,Lane,1,Follow Lane,74,S:0.30 T:0.29,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:38.677,11.1,Lane,1,Follow Lane,79,S:0.26 T:0.29,lane:nearest_corridor:curve|follow:active_lane
2026-08-07 03:51:38.777,11.1,Lane,1,Follow Lane,87,S:0.11 T:0.32,lane:nearest_corridor:curve|follow:active_lane
