image,split,detections,max_confidence,reviewed
urban_00fad8fa.jpg,val,0,0.0,0
urban_017d9324.jpg,train,0,0.0,0
urban_01db7b1c.jpg,val,0,0.0,0
urban_02e52ca2.jpg,train,0,0.0,0
urban_0316244e.jpg,train,1,0.7698236107826233,0
urban_034068fa.jpg,train,0,0.0,0
urban_040721e8.jpg,train,1,0.8177174925804138,0
urban_057df6ea.jpg,train,0,0.0,0
urban_068ceaba.jpg,train,0,0.0,0
urban_07720fd0.jpg,val,1,0.8507534861564636,0
urban_0cec2d84.jpg,train,0,0.0,0
urban_0d996350.jpg,train,0,0.0,0
urban_0e2beb98.jpg,train,1,0.9013420343399048,0
urban_10649612.jpg,train,0,0.0,0
urban_10c3fa2c.jpg,train,0,0.0,0
urban_122299fa.jpg,train,0,0.0,0
urban_12839cd6.jpg,train,0,0.0,0
urban_12854140.jpg,train,1,0.7950211763381958,0
urban_133cc5c8.jpg,train,1,0.9457916021347046,0
urban_13a14530.jpg,train,0,0.0,0
urban_13c08bba.jpg,val,1,0.9775436520576477,0
urban_14abea18.jpg,train,0,0.0,0
urban_14d56c86.jpg,train,0,0.0,0
urban_153bdc24.jpg,train,0,0.0,0
urban_15dd5758.jpg,train,0,0.0,0
urban_169c146a.jpg,train,0,0.0,0
urban_16ccc034.jpg,train,0,0.0,0
urban_172eb9e2.jpg,train,0,0.0,0
urban_179e601c.jpg,train,1,0.7996895909309387,0
urban_185e69fe.jpg,train,0,0.0,0
urban_1940894a.jpg,train,0,0.0,0
urban_1982c576.jpg,train,0,0.0,0
urban_19861920.jpg,train,0,0.0,0
urban_1a17083e.jpg,train,0,0.0,0
urban_1a18b448.jpg,train,0,0.0,0
urban_1b838e16.jpg,train,1,0.9938035011291504,0
urban_1bd5fbdc.jpg,train,1,0.9845842719078064,0
urban_1bfce23c.jpg,val,0,0.0,0
urban_1c600ce4.jpg,train,1,0.8216338753700256,0
urban_1d18464a.jpg,train,2,0.9932485818862915,0
urban_1d623b18.jpg,train,0,0.0,0
urban_1da0aaa0.jpg,train,0,0.0,0
urban_1eaff9a8.jpg,train,2,0.9870308041572571,0
urban_1ebc6e7a.jpg,train,1,0.9045864939689636,0
urban_1ec20bea.jpg,val,0,0.0,0
urban_2019344e.jpg,train,1,0.9906132221221924,0
urban_20597a9c.jpg,val,0,0.0,0
urban_215bbe26.jpg,train,0,0.0,0
urban_21c1f98c.jpg,train,0,0.0,0
urban_2338d51a.jpg,train,0,0.0,0
urban_2427d6a0.jpg,train,1,0.9183580279350281,0
urban_2482cab8.jpg,train,2,0.9924739003181458,0
urban_25ba5a84.jpg,train,0,0.0,0
urban_2600a4e8.jpg,train,0,0.0,0
urban_27553668.jpg,train,0,0.0,0
urban_282ef5f4.jpg,train,0,0.0,0
urban_29356376.jpg,train,0,0.0,0
urban_299675b6.jpg,train,0,0.0,0
urban_2ae280aa.jpg,train,0,0.0,0
urban_2bdd04bc.jpg,val,0,0.0,0
urban_2cdb47f2.jpg,train,1,0.8037439584732056,0
urban_2ce14b7e.jpg,train,0,0.0,0
urban_2e6115d4.jpg,train,0,0.0,0
urban_2e633f10.jpg,train,0,0.0,0
urban_2fe48012.jpg,train,0,0.0,0
urban_306041c4.jpg,train,0,0.0,0
urban_307bd8d0.jpg,train,0,0.0,0
urban_30e7b60a.jpg,train,0,0.0,0
urban_3200ab00.jpg,train,0,0.0,0
urban_325ca71e.jpg,train,0,0.0,0
urban_33421912.jpg,train,0,0.0,0
urban_36d607b6.jpg,train,0,0.0,0
urban_3753946e.jpg,train,0,0.0,0
urban_37bf3c5e.jpg,train,1,0.9707545042037964,0
urban_3996f798.jpg,train,1,0.7563700079917908,0
urban_3a055a0c.jpg,train,0,0.0,0
urban_3a2ee14e.jpg,train,0,0.0,0
urban_3ad4bb04.jpg,train,1,0.974141001701355,0
urban_3db09a72.jpg,train,1,0.801222026348114,0
urban_3e3f8022.jpg,train,0,0.0,0
urban_3fdd5074.jpg,train,0,0.0,0
urban_3ffa923a.jpg,val,0,0.0,0
urban_4345db5a.jpg,train,0,0.0,0
urban_43abf928.jpg,val,1,0.802058219909668,0
urban_472070c8.jpg,train,0,0.0,0
urban_4833b706.jpg,val,0,0.0,0
urban_49318e52.jpg,val,1,0.962841808795929,0
urban_4c4b0b40.jpg,train,1,0.9474534392356873,0
urban_4c6978a4.jpg,train,0,0.0,0
urban_4cf8d5da.jpg,train,0,0.0,0
urban_4d7d1af2.jpg,train,0,0.0,0
urban_4ec9c492.jpg,train,2,0.9709158539772034,0
urban_4f3a950e.jpg,train,0,0.0,0
urban_4fce7496.jpg,train,2,0.9200611710548401,0
urban_5048e4f0.jpg,train,0,0.0,0
urban_510e7eb4.jpg,train,1,0.8419449925422668,0
urban_51e5f7a8.jpg,train,0,0.0,0
urban_5232d2fe.jpg,val,2,0.9967257976531982,0
urban_5344163e.jpg,val,0,0.0,0
urban_536d5cba.jpg,val,1,0.9362020492553711,0
urban_53a1d748.jpg,train,0,0.0,0
urban_55084b16.jpg,train,0,0.0,0
urban_552136b8.jpg,train,0,0.0,0
urban_55d9d098.jpg,val,1,0.9923305511474609,0
urban_55fa5dde.jpg,val,0,0.0,0
urban_563f06ce.jpg,train,2,0.9618372917175293,0
urban_570e3598.jpg,train,1,0.9167270660400391,0
urban_58154af4.jpg,train,2,0.8482365012168884,0
urban_584bd900.jpg,train,0,0.0,0
urban_589631da.jpg,train,0,0.0,0
urban_59d01066.jpg,train,0,0.0,0
urban_5a7cfdaa.jpg,val,1,0.9772970676422119,0
urban_5adaad7c.jpg,train,0,0.0,0
urban_5afdb100.jpg,val,0,0.0,0
urban_5c5c25d6.jpg,train,0,0.0,0
urban_5d45ec8e.jpg,train,1,0.9828613996505737,0
urban_5e30b6da.jpg,train,1,0.9784501194953918,0
urban_5ec14612.jpg,train,0,0.0,0
urban_5ff8339c.jpg,train,0,0.0,0
urban_600c7082.jpg,train,0,0.0,0
urban_610abad6.jpg,train,1,0.9888972640037537,0
urban_61f1e440.jpg,train,0,0.0,0
urban_621a754a.jpg,train,1,0.9463700652122498,0
urban_62cdb2ce.jpg,train,2,0.9721196293830872,0
urban_638190d0.jpg,train,0,0.0,0
urban_63d8c7ba.jpg,train,1,0.9188085198402405,0
urban_6434b202.jpg,train,1,0.9970049262046814,0
urban_65e23a84.jpg,train,2,0.9908450245857239,0
urban_65f7fd3c.jpg,train,0,0.0,0
urban_6622cb2e.jpg,val,0,0.0,0
urban_6760e472.jpg,val,1,0.9244561791419983,0
urban_686b7800.jpg,train,1,0.9704892039299011,0
urban_68a96510.jpg,train,0,0.0,0
